資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
26352,桃園市景點資料(中),桃園市政府觀光旅遊局,data.gov.tw/node/26352,Info Id(序號) 、Name(名稱)、Description(副標題)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Gov(管理單位)、Px(X座標)、Py(Y座標)、Website(網址)、Ticketinfo(費用資訊)、Tel(電話)、Fax(傳真電話)、Changetime(更新時間)、Parkinginfo(停車資訊),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=bed8a800-be39-4750-89a6-324b71f5d5fa&rid=bd906b29-9006-40ed-8bd7-67597c2577fc,XML,UTF-8
26353,桃園市旅遊諮詢中心資料,桃園市政府觀光旅遊局,data.gov.tw/node/26353,名稱(諮詢中心名稱)開放時間(諮詢中心開放時間)聯絡地址(諮詢中心地址)聯絡電話(諮詢中心電話)相關連結(諮詢中心相關連結)WGS84 北緯(諮詢中心位置緯度)WGS84 東經(諮詢中心位置經度),http://travel.tycg.gov.tw/zh-tw/OpenData/ServiceCenterXML,其他,UTF-8
26354,桃園市104年每月觀光遊憩區遊客人次資料,桃園市政府觀光旅遊局,data.gov.tw/node/26354,觀光遊憩區別(風景遊樂區名稱)門票收入(以新台幣為單位)遊客人次(當月遊客人次)上年同月份遊客人次(上年同月份遊客人次)增減數(與上年同月份相比)成長率(與上年同月份相比)備註(人次計算方式) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6527bea5-f004-42d1-a6f8-1c8c8e72a010&rid=0c56ed15-41d2-4080-8de6-f16f16bdd311,CSV,UTF-8
26356,桃園市景點資料(英),桃園市政府觀光旅遊局,data.gov.tw/node/26356,Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Ticketinfo(費用資訊)、Remarks=(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),http:// http://travel.tycg.gov.tw/en-us/OpenData/TYCGAttractions,其他,UTF-8
26357,桃園市消費資料(日),桃園市政府觀光旅遊局,data.gov.tw/node/26357,Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),http:// http://travel.tycg.gov.tw/ja-jp/OpenData/TYCGGourmet,其他,UTF-8
26358,桃園市住宿資料(英),桃園市政府觀光旅遊局,data.gov.tw/node/26358,"Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)
、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間)、Charge(定價)",http://travel.tycg.gov.tw/en-us/OpenData/TYCGAccommodation,其他,UTF-8
26359,桃園市消費資料(英),桃園市政府觀光旅遊局,data.gov.tw/node/26359,Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),http://travel.tycg.gov.tw/en-us/OpenData/TYCGGourmet,其他,UTF-8
26360,桃園市住宿資料(日),桃園市政府觀光旅遊局,data.gov.tw/node/26360,"Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)
、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間)、Charge(定價)",http:// http://travel.tycg.gov.tw/ja-jp/OpenData/TYCGAccommodation,其他,UTF-8
26361,桃園市住宿資料(中),桃園市政府觀光旅遊局,data.gov.tw/node/26361,Info Id(序號) 、Name(名稱)、Description(副標題)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Gov(管理單位)、Px(X座標)、Py(Y座標)、Website(網址)、Ticketinfo(費用資訊)、Tel(電話)、Fax(傳真電話)、Changetime(更新時間)、Parkinginfo(停車資訊),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=908d67d9-eb77-4f17-88c2-068b2dd74d27&rid=c3340a19-9219-498a-9a46-21de506ba85b,XML,UTF-8
26362,桃園市景點資料(韓),桃園市政府觀光旅遊局,data.gov.tw/node/26362,Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Ticketinfo(費用資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),http://travel.tycg.gov.tw/ko-kr/OpenData/TYCGAttractions,其他,UTF-8
26363,桃園市景點資料(日),桃園市政府觀光旅遊局,data.gov.tw/node/26363,Info InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、ravellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Ticketinfo(費用資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),http:// http://travel.tycg.gov.tw/ja-jp/OpenData/TYCGAttractions,其他,UTF-8
26365,桃園市旅遊資訊站,桃園市政府觀光旅遊局,data.gov.tw/node/26365,名稱(旅遊資訊站名稱)聯絡地址(旅遊資訊站地址)聯絡電話(旅遊資訊站電話)相關連結(旅遊資訊站連結網址)WGS84 北緯(旅遊資訊站緯度)WGS84 東經(旅遊資訊站經度),http://travel.tycg.gov.tw/zh-tw/OpenData/ServiceStationXML,其他,UTF-8
26366,桃園市消費資料(中),桃園市政府觀光旅遊局,data.gov.tw/node/26366,Info Id(序號) 、Name(名稱)、Description(副標題)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Gov(管理單位)、Px(X座標)、Py(Y座標)、Website(網址)、Ticketinfo(費用資訊)、Tel(電話)、Fax(傳真電話)、Changetime(更新時間)、Parkinginfo(停車資訊),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8dc035f1-0770-4522-8c98-96d98bb0530e&rid=9f126a52-5bea-41ff-a769-96b0f1df0f51,XML,UTF-8
26397,104年11月份服務業用電量,桃園市政府經濟發展局,data.gov.tw/node/26397,"縣市	A.售電量(度)，A.查詢月份抄表戶數總計，A.用電佔比(%)	，B.售電量(度)，B.查詢月份抄表戶數總計，B.用電佔比(%)	，C.售電量(度)，C.查詢月份抄表戶數總計，C.用電佔比(%)，合計(A+B+C)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6832f351-e3ab-44ae-a868-0514f98f6350&rid=0bbe0718-df1f-4765-bd32-28e6ef1f4ccc,CSV,UTF-8
26477,桃園市合法不動產經紀業業者名冊,桃園市政府地政局,data.gov.tw/node/26477,"統一編號,經紀業名稱,許可日期,設立備查日期,地址,加盟經營加盟公司名稱,營業項目_不動產仲介經紀業,營業項目_不動產代銷經紀業,經營國外不動產仲介或代銷業務,負責人姓名,加入公會名稱1,加入公會名稱2,個人資料檔案安全維護計畫",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=035c5823-7131-4a8c-8fed-d4e260e2872b&rid=c01da8c3-ca9d-4e61-9268-cc33f3f4bbd0,CSV,Big5
26480,桃園市財團法人教會堂名冊,桃園市政府民政局,data.gov.tw/node/26480,"財團法人名稱,住址,電話,負責人",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0ae8f890-c8de-4447-8c68-601c17c01d44&rid=1e725bd2-803c-445b-a9d9-41dcfd98ccbd,CSV,UTF-8
26481,桃園市各地所及工作站服務據點,桃園市政府地政局,data.gov.tw/node/26481,"地政服務據點,聯絡電話,地址,地理座標(TWD67),地理座標(TWD97),地理座標(WGS84)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f1dece66-1643-4ee3-ac04-f5c8fa1f5140&rid=c5058874-e651-4577-a3ec-39168c7d36c0,CSV,UTF-8
26484,「桃園埤圳重要濕地」公告範圍資訊,桃園市政府都市發展局,data.gov.tw/node/26484,內政部,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1a2bb41e-1804-4e7f-b858-08de21b7c54d&rid=7333b136-a622-4c3f-a5b6-1940e75f5064,CSV,UTF-8
26486,桃園市各區里集會場所名冊,桃園市政府民政局,data.gov.tw/node/26486,編號、集會場所名稱、地址、公所承辦人、公所電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9e824281-eb6e-41f3-9868-13f5063b6c27&rid=276f8830-7678-495d-a61d-24a48798f5f8,CSV,UTF-8
26487,105年土地段名及代碼對照資料,桃園市政府地政局,data.gov.tw/node/26487,"地段代碼,地段名稱,行政區",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6a35adf3-ee77-4eea-bf83-2548a797fe82&rid=cc76f60c-f511-4131-aa33-5dbdb415b875,CSV,UTF-8
26488,桃園市第1屆里長通訊錄,桃園市政府民政局,data.gov.tw/node/26488,"區別,姓名,電話,手機,傳真,住址",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0c4d0c86-8cec-4da8-97e4-e870feea4a7f&rid=5f15ca2e-85a2-4668-81fc-751ca5b577a3,CSV,UTF-8
26489,105年桃園市桃園區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26489,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f50372c6-bca2-4bc3-9d50-d62f93fd7076&rid=a84a70d0-e3c3-4b8e-9bdd-06c61ba6df3b,CSV,UTF-8
26492,桃園市復興區第1屆區民代表通訊錄,桃園市政府民政局,data.gov.tw/node/26492,"區別,姓名,電話,手機,傳真,住址",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=605110f1-a9cc-4d43-9721-43d6baf19a25&rid=cd13cd9f-e494-4273-9527-617f87ba7146,CSV,UTF-8
26493,桃園市寺廟名冊,桃園市政府民政局,data.gov.tw/node/26493,"序號,寺廟名稱,主祀神祇,教別,組織型態,住址,負責人姓名,登記證字號,電話",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6484b20f-8525-4437-ae81-d1e1601067d0&rid=03643c01-076b-41f4-8316-22db8bec7ddd,CSV,UTF-8
26494,桃園市已登記祭祀公業法人名冊,桃園市政府民政局,data.gov.tw/node/26494,登記簿、區、祭祀公業法人名稱、住址、設立許可日期,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5abd3514-a6c9-42c3-b59a-6815f3a218ad&rid=d96b4951-fe37-449a-89a4-2d251921a724,CSV,UTF-8
26495,桃園市殯葬禮儀服務業許可名冊,桃園市政府民政局,data.gov.tw/node/26495,"編號,商號(公司)名稱,負責人,營業所在地,電話,備註或許可日期",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5543eb0e-454c-4c4e-9897-24ebcf766aa3&rid=867b40df-e0c0-4ede-a1d3-95611434003c,CSV,UTF-8
26727,105年桃園市大園區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26727,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8afa12f0-83bc-4475-90d4-b3274ace2b86&rid=31944221-d737-4bb7-bc03-6199aa61a5c1,CSV,UTF-8
26729,105年桃園市龜山區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26729,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c85b3e5b-0a9b-4a24-81e2-eca25ba8ead1&rid=c3fd4f3f-ab0f-4729-a557-b25db2f1da4e,CSV,UTF-8
26730,105年桃園市大溪區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26730,"行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺)
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2bb39335-9b96-405e-be76-4a8b2ea3e0be&rid=d1e778be-e422-4087-bc36-5b119300f9c6,CSV,UTF-8
26731,105年桃園市八德區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26731,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a3907df4-84a6-4a3d-bb6b-d53fd916839f&rid=d57d7125-546e-4e9d-abad-f892c44dafc2,CSV,UTF-8
26733,105年桃園市復興區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26733,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=fef74b27-7dfa-4d4e-9ca3-3bd7a6b7de31&rid=50aa260d-14be-4706-9130-63a007b4ae68,CSV,UTF-8
26759,105年桃園市中壢區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26759,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=dafd1114-ea1a-4420-a162-a79b70625b4f&rid=7f94a0f9-7878-4736-8086-7b3d5344f834,CSV,UTF-8
26762,桃園市政府地政局區段徵收開發案已標售土地一覽表,桃園市政府地政局,data.gov.tw/node/26762,"標售日期,行政區,地段,地號,面積(平方公尺),標售底價(元),得標金額(元)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4c526bdd-5869-4f45-b86d-d362159c492a&rid=4e699005-399a-40c5-a3d2-4a7fddecb1ab,CSV,UTF-8
26763,105年桃園市新屋區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26763,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c754091c-cd78-498d-bd1c-f93617e6e7ab&rid=177d7591-29e2-4445-bec3-f6931a1a9c77,CSV,UTF-8
26805,105年桃園市觀音區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26805,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=32b70ba8-50fa-408c-ba79-d199270cf19d&rid=ead1e5b4-70e5-4ce7-a969-475bac38782a,CSV,UTF-8
26806,105年桃園市平鎮區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26806,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ae1e81cd-21b8-4464-94b7-ae929398819c&rid=a32e0d07-f592-4023-a767-ad96ff8c5b6f,CSV,UTF-8
26808,105年度桃園市都市設計審議委員第二審議會委員,桃園市政府都市發展局,data.gov.tw/node/26808,專業類別/職稱、姓名、性別、現職,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=96ec662d-11ef-4898-910f-7a51abb5d31b&rid=220742dd-a767-4d27-ab0f-b85f83fe9c63,CSV,UTF-8
26810,105年桃園市蘆竹區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26810,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=12fedd80-3574-40b5-8350-cb4764a85b93&rid=4a38d747-d461-4d44-abc4-83cde28383ef,CSV,UTF-8
26811,105年度桃園市都市設計審議委員第一審議會委員,桃園市政府都市發展局,data.gov.tw/node/26811,專業類別/職稱、姓名、性別、現職,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ea90a83a-5abf-4611-a3e6-008f6bf2f08a&rid=bae5ee06-657f-4ea2-a407-6d9c06290bf8,CSV,UTF-8
26812,105年桃園市楊梅區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26812,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0ec79fdb-c56a-4314-84c1-7e9f73deaae4&rid=8dea8b7f-0b2e-4b63-80f6-8de730cc393b,CSV,UTF-8
26813,105年桃園市龍潭區土地公告現值及公告地價,桃園市政府地政局,data.gov.tw/node/26813,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺) ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b588b704-ad00-4bd4-95db-47839c192ce9&rid=fb32ad72-7955-4c00-97ef-37e9a907ab6b,CSV,UTF-8
26987,桃園市立大溪木藝生態博物館104年度街角館,桃園市政府文化局,data.gov.tw/node/26987,"街角館名稱，開放時間，地址，電話
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9ec7a1ee-1542-4189-8fbc-7616f84b7ba3&rid=67753d1c-a411-4f6a-9cdc-0da93f631eb5,CSV,UTF-8
27132,桃園市政府都市發展局職員異動資料統計報表,桃園市政府都市發展局,data.gov.tw/node/27132,"""合
計""	""小
計""	""辭
職""	""免
徹
職""	""解
僱""	""退
休
(職)""	""資
遣""	""死
亡""	""其
他""	""小
計""	""本調
機
關動""	""調
進""	""調
出""	""小
計""	""考分
試發""	""其因
他進
原用""	""小
計""	""出進
國修""	""因停
案職""	""留停
職薪""	""應入
征伍""	""復
職""	""待
命""	""其
他""	""備
註""
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8ff84430-7c73-4115-8124-63d84b5f0293&rid=94760401-a69e-46bb-b146-a6a9fe58251f,CSV,UTF-8
27133,桃園市政府都市發展局新訂自治法規,桃園市政府都市發展局,data.gov.tw/node/27133,"項次	法規名稱
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=953088a5-1f61-423d-b6a7-4f5b329f2e11&rid=99dc339b-23bb-47d8-b45d-d759b6a2d535,CSV,UTF-8
27134,桃園市區域計畫委員會第1屆第1期委員名冊,桃園市政府都市發展局,data.gov.tw/node/27134,"項次	職稱	姓名	性別	現職/經歷	備註
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=218baf78-8b6a-4a1f-9525-26cd05bcccf9&rid=f4334886-172f-486b-b412-85d813e7791b,CSV,UTF-8
27135,桃園市軍方管有土地使用情形面積統計表,桃園市政府都市發展局,data.gov.tw/node/27135,"序號	行政區	軍方使用	非軍方使用	閒置	總計
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=541d07bd-1495-4068-921e-efb021f87bc8&rid=53147412-a3b1-4c80-a923-0a981ad23f13,CSV,UTF-8
27136,桃園市政府文化局補助私有古蹟及歷史建築日常管理維護經費作業要點,桃園市政府文化局,data.gov.tw/node/27136,補助條件、補助項目、補助標準、申請資格及應備文件、審核及注意事項、撥款及結案核銷方式,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d5df52cb-f657-42da-88ff-570a53555456&rid=47fca8c3-22e1-4e8c-81e2-90fe91b2a886,CSV,UTF-8
