資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
25880,桃園市道路挖掘資訊,桃園市政府工務局,data.gov.tw/node/25880,編號、鄉鎮市別、鄉道別、管理單位、管線單位、起、迄、工程名稱、工程地點,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=56c616fe-07d7-4b0c-bb75-e8f8cd75500a&rid=52de3762-1490-4a86-a074-0062d746873b,XML,UTF-8
25881,桃園市公私立醫療機構及病床數,桃園市政府衛生局,data.gov.tw/node/25881,桃園市各區醫院及診所家數，各院的病床數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2a889b37-ee8d-4b9c-a2e7-503f5b82b9c5&rid=24aa0266-07d3-4fce-991f-da5c782fe5ae,CSV,UTF-8
25882,桃園市網球場收費標準表,桃園市政府體育局,data.gov.tw/node/25882,收費項目 收費基準,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9abae442-60ce-4562-88b7-be3cf6d9a461&rid=2aeccff4-6643-4dff-8191-c5d3c2e6b5bc,CSV,UTF-8
25883,桃園市刑事案件分類發生數、破獲數及嫌疑犯人數,桃園市政府警察局,data.gov.tw/node/25883,"年度	轄區	案件種類	發生數	破獲數	嫌疑犯
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e46ace4d-3703-464e-ad77-882af866f987&rid=f34c62fe-349c-45f9-9397-aa0f150ca254,CSV,Big5
25884,桃園市102及103學年度幼兒園基礎評鑑通過名單,桃園市政府教育局,data.gov.tw/node/25884,桃園市102及103學年度幼兒園基礎評鑑通過名單,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=75a9831e-b4ab-4cc1-84b6-1efd6f23c6e5&rid=29ee5df5-28ca-4380-9694-a5a92a2df630,CSV,UTF-8
25885,104年桃園市政府代為標售地籍清理土地標售公告清冊,桃園市政府地政局,data.gov.tw/node/25885,"標號,鄉鎮市區,段,小段,地/建號,面積,使用分區/使用分區類別,權利範圍分子,權利範圍分母,登記名義人,他項權利人姓名或名稱,他項權利種類,標售總底價,保證金,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1b6a66c0-029d-4e91-8706-252dfbf3f9cc&rid=1a0b1a40-4628-4053-bf39-ba3c37c5016c,CSV,UTF-8
25886,桃園市機車定檢站名單,桃園市政府環境保護局,data.gov.tw/node/25886,"站號,站名,地址,電話,機車廠牌",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=548e2835-5f86-4d34-95bf-ca4e04c40b96&rid=321dec5b-bd6c-4c79-9493-22bef5c70eb1,CSV,Big5
25887,桃園市都會區各區原住民族服務員資訊,桃園市政府原住民族行政局,data.gov.tw/node/25887,編號市區別地址聯絡資訊,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c9d8a18a-cbaa-4e23-812d-cfc34c18508d&rid=ffc05327-b81c-4a3a-b38f-e1ef1c8cef2a,CSV,UTF-8
25888,垃圾車清運點資訊,桃園市政府環境保護局,data.gov.tw/node/25888,序號、行政區、停留路段或地點、經度、緯度、清運時間一、清運時間二至六,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=88bdf93f-1b8d-4e8d-ade5-16670d909f38&rid=0c7bcfbf-b151-4411-b888-9ff685ff7a75,CSV,UTF-8
25889,桃園市社區照顧關懷據點,桃園市政府社會局,data.gov.tw/node/25889,服務區域、據點名稱(申請單位名稱)、設立時間、類型、地址、服務里別、電子郵件、聯絡人、聯絡電話、服務時間(週一至週日對應表)、服務項目(服務項目對應表),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=93446045-5cfe-4fcb-9659-bed72cdfe7b4&rid=448d90f1-ee5b-4d58-962a-8abaa21034b1,CSV,UTF-8
25890,桃園觀新藻礁生態系野生動物保護區,桃園市政府農業局,data.gov.tw/node/25890,桃園觀新藻礁生態系野生動物野生動物保護區保育計畫書,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=421d6c10-78a0-432c-a165-6209dd6556b2&rid=e787a6c1-adab-4ead-8ccb-d96bb58a5edd,CSV,UTF-8
25891,桃園市官網市政新聞,桃園市政府研究發展考核委員會,data.gov.tw/node/25891,發布單位、發布日期、提供單位、詳細內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=aaf77112-2e52-4590-824b-3973d9594861&rid=676d9a09-0f9e-4c34-b2db-b0b1b8fad490,JSON,UTF-8
25892,桃園市政府警察局路口監視器,桃園市政府警察局,data.gov.tw/node/25892,分局、設置地點,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=07c81524-7e13-4cc7-a1bf-286ea86b0778&rid=b6c7cec3-3d73-478b-8197-276eef534a80,CSV,UTF-8
25893,桃園工廠排放每日監測紀錄,桃園市政府環境保護局,data.gov.tw/node/25893,"Cno(中文廠名),DP_NO(煙囪編號),ITEM(中文測項),M_year(年),M_month(月),M_day(日),M_time(時),M_Val(測值),Code2(中文狀態)
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0e97f604-83db-48b9-b3de-4aeaa8ce68c7&rid=d0b42df7-cd03-44b8-b8fb-c61893765db4,XML,UTF-8
25894,歷屆桃園市金牌好店資料,桃園市政府經濟發展局,data.gov.tw/node/25894,"「編號」、「店家」、「電話」、「地址	」		",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=456d9011-f8b1-463a-a4ff-0149831f3300&rid=dbccbe90-24e9-4572-b697-7ab8bd2558f7,CSV,UTF-8
25895,桃園市電動二輪車充電站,桃園市政府環境保護局,data.gov.tw/node/25895,提供電動二輪車充電站之區域、收費方式、名稱、地址、電話、營業時間、種類及其他相關規定,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d3c12b0f-9701-4411-b651-36990314750a&rid=93d7f2e1-668a-4f02-862e-89e8decbe024,CSV,UTF-8
25896,桃園市環保旅店,桃園市政府環境保護局,data.gov.tw/node/25896,旅館管理者著手進行省水、省電及減少固體廢棄物的程序，並利用節省下來的成本，協助保護這唯一的地球。」由於環保旅館的觀念在台灣才剛起步，因此環保署對環保旅館的初步定義是以「顯而易見的廢棄物減量」為主，包括飯店是否推動減少床單、減少毛巾更換頻率、少提供牙膏、牙刷等拋棄式盥洗用具、做資源回收等。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=44809786-aacb-4335-85f8-761d6138659f&rid=8d5aa5a1-f0a7-4443-811e-52cc47acbfe4,CSV,UTF-8
25897,桃園市身心障礙福利機構,桃園市政府社會局,data.gov.tw/node/25897,機構名稱、董事長、院長/主任姓名、地址、電話、傳真,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=cdad068f-2295-46ab-bf93-2ff45131ff4f&rid=39b3747d-6bf2-49d6-b2ef-39159296e428,CSV,UTF-8
25898,桃園市護理之家一覽表,桃園市政府衛生局,data.gov.tw/node/25898,區域(機構所轄區域)機構名稱(機構設立名稱)開業日期(機構設立開業日期)地址(機構設立地址)開放床數(機構開放床位數)負責護理人員(機構連絡窗口人員)電話(機構連絡電話)103年督考、評鑑結果(103年度本局辦理督導考核及衛生福利部評鑑考核之成績),http://taoyuan.esritw.opendata.arcgis.com/datasets/e790693f43004375a7a8b6ac456fd3c3_25.csv,其他,UTF-8
25899,桃園市立案老人福利機構一覽表,桃園市政府社會局,data.gov.tw/node/25899,公私立屬性、機構名稱、負責人、地址、電話、收容對象、收容人數、立案日期,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=34859c1c-1134-4197-aad6-65e006fa6534&rid=1c8cdbe6-a3c5-41e5-9892-a5cf1a3ee0fc,CSV,UTF-8
25900,桃園市消防安全檢查重大不合格場所,桃園市政府消防局,data.gov.tw/node/25900,場所名稱(招牌名稱)、場所地址、違規項目/檢(複)查結果、最近1次檢(複)查日期(年月日),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ed5c3db0-f08d-4f22-b819-684cc455e9bd&rid=14322be9-475b-406f-83ba-4a200b49bfcc,CSV,UTF-8
25901,桃園市各區現住人口年齡分配,桃園市政府警察局,data.gov.tw/node/25901,"年度	地區	年齡	性別	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=183826f0-4e86-413e-bc89-13be77c899de&rid=8b97713b-5b15-4ba0-a31e-9a13c4d656a4,CSV,Big5
25902,桃園市市容查報案件資訊,桃園市政府研究發展考核委員會,data.gov.tw/node/25902,"查報日期(RE_DATE),查報時間(RE_TIME),查報主題(SUBJECT),查報鄉鎮市(VILLAGE),查報地點(POSITION),電子地圖坐標(COORDINATES),受理局室(UN_TYPE),受理課室(UN_CODE),結案日期(ENDDATE),處理天數(PRDAYS),是否來自1999(IS_FROM_1999)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=43c6c83a-06b2-4c2a-b784-a38f3ef108d8&rid=7fac674b-79ae-4b8c-b381-5585621fdb19,CSV,UTF-8
25903,桃園市A1及A2類道路交通事故件數－按肇事時間別,桃園市政府警察局,data.gov.tw/node/25903,"年度	區域	時段	件數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2bc7f575-acaf-436c-a6ca-be8af3cf19f2&rid=2faaa93b-6ef5-4ea2-8e5c-bd0df7c31774,CSV,Big5
25904,桃園市姊妹市締結資料,桃園市政府秘書處,data.gov.tw/node/25904,編號、國家_中文、國家_英文、城市_中文、城市_英文、締盟日期、姊妹市締盟代表、本市締盟代表,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8073e28e-d65a-473c-848c-96f3c936105b&rid=8f888cfb-2e7e-42f6-880d-93c4d848bb76,CSV,UTF-8
25905,桃園市官網熱門活動,桃園市政府研究發展考核委員會,data.gov.tw/node/25905,發布單位、分類、發布日期、截止日期、提供單位、活動日期、活動地點、活動地址、主辦單位、協辦單位、詳細內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a5aa63a9-296c-4b85-b628-62889b700057&rid=3983e8e8-7a67-4bbd-b976-bb0cdb97e2f7,JSON,UTF-8
25907,105年桃園市新生兒聽力篩檢初篩及確診醫院,桃園市政府衛生局,data.gov.tw/node/25907,聽力篩檢及確診醫療院所名單地址與電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5250db42-f193-4a32-8f53-c685cddd9654&rid=843b7b73-00ab-4b13-8d3e-f85f63c22985,CSV,UTF-8
25908,桃園市較常發生溺水水域一覽表,桃園市政府消防局,data.gov.tw/node/25908,地點/分隊/水域/權管單位,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1a1b4d28-6933-4b96-b7e5-5fc5574a6a1e&rid=2e07db8a-dac0-4ab0-8356-8321064ccad1,CSV,Big5
25909,桃園市政府辦公大樓導覽,桃園市政府秘書處,data.gov.tw/node/25909,空間類別、樓層、中文名稱、英文名稱,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a4b1ef04-cc60-420f-a55f-73a687683963&rid=5fbd77bb-c957-4cde-922a-76f7cb5a10ef,CSV,UTF-8
25910,桃園市雨水系統人手孔,桃園市政府工務局,data.gov.tw/node/25910,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/df12a04d214349149ff45991ca566a1f_8.csv,其他,UTF-8
25911,104年度桃園之光榮譽榜,桃園市政府教育局,data.gov.tw/node/25911,桃園之光得獎名單(得獎項目、得獎單位),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f6931e3a-623c-48ba-aea7-fcd5c971c1da&rid=f9b49f01-dac0-4906-ba0c-01c57752f848,CSV,UTF-8
25912,桃園市政府機關通訊錄,桃園市政府人事處,data.gov.tw/node/25912,機關分類、機關名稱、電話、地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9389b113-a371-48f6-bdb7-1b3b8c7e2538&rid=05fe727b-19c4-4a95-aa42-ad5fbcc70e94,CSV,UTF-8
25913,桃園市街頭藝人名單,桃園市政府文化局,data.gov.tw/node/25913,類別、姓名/團名、電話、徵選項目、備註,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ccddd094-ec30-41ef-b4c7-0f4d42fa8f18&rid=5a8c0766-9478-4032-82ff-0040019591ac,CSV,UTF-8
25914,桃園市全區雨水下水道管線分布圖,桃園市政府水務局,data.gov.tw/node/25914,桃園市全區雨水下水道管線分布位置圖圖資,http://taoyuan.esritw.opendata.arcgis.com/datasets/0741f12deaf74be9bd2eee0913c85c4f_35.csv,其他,UTF-8
25915,桃園市防空避難設備,桃園市政府警察局,data.gov.tw/node/25915,"年度	種類	數量	容納人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d07e4540-0433-43f0-be86-ed4b27dd6ff2&rid=a779d274-0e85-4b90-91ba-4af77f5ffa55,CSV,UTF-8
25916,旅行時間偵測站 站間平均旅行時間,桃園市政府交通局,data.gov.tw/node/25916,UpdateTime(資料更新時間)、DeviceFrom(上游偵測站編號)、DeviceTo(下游偵測編號)、VehicleType(車種)、TravelTime(平均旅行時間)、Volume(流量),http://61.60.10.87/javaAndXml/xmldata/opendata/avi_value.xml,其他,UTF-8
25917,勞工體格與健康檢查認可醫療機構,桃園市政府勞動局,data.gov.tw/node/25917,醫療機構名稱、地址、聯絡人、電話、指定類別、有效期限,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7d39dadf-3f15-4ea9-a7a3-6b98f299b8cb&rid=0d7c8037-484c-4f07-9086-c8eadc06f354,CSV,UTF-8
25918,桃園市體育局場館,桃園市政府體育局,data.gov.tw/node/25918,場館名稱，場館地址，聯絡電話，場館介紹，租借方式,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=79d7fd3f-2159-4854-89af-fe43d7c86ab7&rid=e12dc5ba-088c-4ce4-b0b8-04c263358eee,XLS,Big5
25919,桃園市各區現住人口性別比例及人口密度,桃園市政府警察局,data.gov.tw/node/25919,"年度	區域	土地面積	村里數	鄰數	戶數	男	女	戶量	性比例	人口密度
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=31a3d841-6642-4188-b58f-8d7e4618e644&rid=0652efc5-bbd3-43f6-826d-45b9961dbbd5,CSV,Big5
25920,桃園市立案老人福利機構評鑑資料,桃園市政府社會局,data.gov.tw/node/25920,所在區域、機構名稱、負責人、地址、電話、年份及評鑑等第,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1ebe066f-123c-4e1e-a764-8f518d4e8642&rid=d70e1983-2b0b-4635-adff-02580106ce78,CSV,UTF-8
25921,桃園市醫院早療療育資源,桃園市政府社會局,data.gov.tw/node/25921,醫療單位、聯絡地址、科別、諮詢聯絡人、聯絡電話、聯合評估時間,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d8a21cee-d760-41fd-a803-a230e58c45d9&rid=564db1e7-940c-4cb3-8ced-320d656c9cbe,CSV,UTF-8
25922,桃園市寵物登記機構,桃園市政府農業局,data.gov.tw/node/25922,編號、地區、名稱、負責人、地址、電話(公),"http://www.tycg.gov.tw/animal/home.jsp?id=80&parentpath=0,37&mcustomize=onemessages_view.jsp&dataserno=201310280003&aplistdn=ou=data,ou=common,ou=chanimal,ou=ap_root,o=tycg,c=tw&toolsflag=Y",其他,UTF-8
25923,桃園市政府無線網路Wi-Fi熱點資訊,桃園市政府研究發展考核委員會,data.gov.tw/node/25923,"項次,熱點類別,熱點名稱,縣市名稱,鄉鎮市區,地址,熱點類別(英語),熱點名稱(英語),縣市名稱(英語),鄉鎮市區(英語),地址(英語)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e456dbb7-2f8f-4d39-9d18-a01f380c8485&rid=ee54e090-7a79-4c56-a24a-5f1a7c426454,CSV,UTF-8
25924,桃園市全區雨水下水道人孔位置分佈圖,桃園市政府水務局,data.gov.tw/node/25924,桃園市全區雨水下水道人孔位置分佈位置圖圖資,http://taoyuan.esritw.opendata.arcgis.com/datasets/a2a809a8f328424b9941648b8a80581a_34.csv,其他,UTF-8
25925,桃園市市管河川資訊,桃園市政府水務局,data.gov.tw/node/25925,"編號,河川名,長度,集水面積,洪峰流量,平均坡度",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e40520bd-ee77-4f44-8e3e-c382fd2a4b57&rid=adff0490-18be-4f2e-a0d4-23669bb93a69,CSV,Big5
25926,桃園市撤銷及廢止立案幼兒園名冊,桃園市政府教育局,data.gov.tw/node/25926,桃園市撤銷及廢止立案幼兒園名冊(可查詢名稱、聯絡電話、地址及撤銷日期),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=250bf414-56b7-4045-97eb-6496b141b364&rid=63ad282f-8836-418b-9677-1db1083726ce,CSV,UTF-8
25928,桃園市政府警察局員工總人數,桃園市政府警察局,data.gov.tw/node/25928,"年度	人員別	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6fcfc0cf-bdee-473a-9f73-66302a600967&rid=ecfcd0a0-43cc-4703-abc0-301ce90c21a2,CSV,Big5
25929,桃園市歲修路段,桃園市政府工務局,data.gov.tw/node/25929,編號，名稱，描述，地理資訊,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=89bc8976-d7eb-47fc-98de-d8ae8936aac0&rid=f0b11f6d-1a9f-4426-a64f-532d1337d5b8,KMZ,UTF-8
25930,桃園市施工管理,桃園市政府工務局,data.gov.tw/node/25930,編號 鄉鎮市別 鄉道別 管理單位 管線單位 起 迄 工程名稱 工程地點 申請面積,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=33f32d4e-fb46-4049-a065-118926a2a4cd&rid=d766f2ce-ccdc-4e3d-81c9-49a25bad0b07,CSV,UTF-8
25931,桃園市滅火器藥劑更換及充填合格廠商清冊,桃園市政府消防局,data.gov.tw/node/25931,1.編號：廠商編號。2.縣市別：各縣市名稱。3.廠商名稱：廠商登記名稱。4.地址：廠商地址。5.電話：廠商電話。6.負責人：負責人。7.證書號碼：證書號碼。8.證書有效期限：證書有效期限。9.執行業務範圍：執行業務範圍。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=570730ed-9035-4ebc-88f6-a14ccf9de39a&rid=b1c8ff76-3944-4c76-89e8-b89c48688338,CSV,UTF-8
25932,桃園市A1及A2類道路交通事故統計,桃園市政府警察局,data.gov.tw/node/25932,"年度	轄區	交通事故種類	傷亡種類	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4c8462b1-e9e4-4def-9d3e-634c13586c1e&rid=5bec2e4d-5ee2-4fb8-9698-4c3e8c3f8501,CSV,Big5
25933,105年桃園市客家文化館特展室檔期表,桃園市政府客家事務局,data.gov.tw/node/25933,"展覽日期 ，檔次，展覽資訊，場地，類型，檔期																														
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0fb9ec14-77ec-49ea-a36b-2399a0ebb9b9&rid=04644e5f-0c86-4406-b89a-df0bcc336701,CSV,UTF-8
25934,工廠登記家數異動表,桃園市政府經濟發展局,data.gov.tw/node/25934,"行業別	上月底家數	新登記	歇業	異動調整	本月底家數",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7910a3a2-07c0-43db-9333-30de04a9fae5&rid=1c520072-ff9e-4d97-b9d2-77393831431f,CSV,UTF-8
25935,桃園市固定式測速照相,桃園市政府警察局,data.gov.tw/node/25935,"設置地點	測速方向	轄區單位	Latitude	Longitude
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ecd45ee5-4489-436b-bd08-7d4e4111c4a4&rid=6c002322-c486-4671-91b8-c3a6247c69c9,CSV,Big5
25936,桃園市1999統計報表,桃園市政府研究發展考核委員會,data.gov.tw/node/25936," 1.年月日：自99年起開始統計各月進線1999專線電話量通數。
 2.通數：民眾以手機、市話或公用電話撥打本府1999專線之進線通數。",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=65806bfe-6be2-4525-b431-28b6f471a9ee&rid=78e0fbaf-0eb8-42fa-ab05-f0d6b0ce8a4e,CSV,UTF-8
25937,桃園市伴手禮歷屆得獎名單,桃園市政府經濟發展局,data.gov.tw/node/25937,「編號」、「年度類別」、「商品名稱」、「商家名稱」、「商家地址」、「商家網址」、「訂購專線」、「商品特色」,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b0589374-32ce-49e1-86cf-3810074ec337&rid=082b9d47-e494-4792-9bb8-51168a5e0b39,CSV,Big5
25938,酸雨監測,桃園市政府環境保護局,data.gov.tw/node/25938,測站名稱、採樣日期、pH值,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5fba2f19-8728-4268-b844-9662b5fbbe1c&rid=4a9e48ad-97b4-4a83-92f8-8701f7494475,CSV,Big5
25939,桃園市戰備水井取水點資料,桃園市政府水務局,data.gov.tw/node/25939,1.編號2.取水點位置3.備註,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6aa1dd87-45a1-4e55-9948-a4b94aa48eee&rid=333f04a4-9255-4f7b-aab1-8a15348cb82b,CSV,UTF-8
25940,路外停車資訊,桃園市政府交通局,data.gov.tw/node/25940,areaid(地區編碼)、areaname(地區名稱)、parkid(停車場編碼)、totalspace(總車位數)、surplusspace(剩餘車位數)、payguide(計費方式說明)、introduction(停車場介紹)、address(住址)、wgsx(經度)、wgsy(緯度),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f4cc0b12-86ac-40f9-8745-885bddc18f79&rid=0daad6e6-0632-44f5-bd25-5e1de1e9146f,XML,UTF-8
25941,桃園市性別統計,桃園市政府民政局,data.gov.tw/node/25941,1.現住人口按性別及單齡人口分：區域別、性別、總計、年齡層。2.現住人口出生死亡結婚離婚登記：出生、死亡、結婚、離婚。3.現住人口婚姻狀況-按年齡：年底及年齡組別、總計、未婚、有偶、離婚、喪偶。4.離婚人口按年齡及性別分：區域別、男性、女性。5.滿15歲以上現住人口教育程度-按鄉鎮市別分：年底及區別、性別、總計、識字者、不識字者。6.現住原住民人口數：年底及區別、戶數、人口數。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f7315d10-6fea-48ba-b4ce-70b124d6ec96&rid=112e3797-7dc6-48d8-851a-360dbf030630,CSV,UTF-8
25942,桃園市產後護理機構一覽表,桃園市政府衛生局,data.gov.tw/node/25942,編號(排序編號)區域(機構所轄區域)機構名稱(機構設立名稱)開業日期(機構設立開業日期)地址(機構設立地址)負責人(機構設立負責人)連絡電話(機構連絡電話)產後護理床數(機構設立產後護理床數許可床數)嬰兒床數(機構設立嬰兒床數許可床數)103年評鑑、督考成績(103年度衛生福利部辦理機構評鑑及本局辦理督導考核之成績),http://taoyuan.esritw.opendata.arcgis.com/datasets/cacf3bc814db405f9e0aec2173240200_26.kml,其他,UTF-8
25943,桃園市A1及A2類道路交通事故件數－按肇事車種別,桃園市政府警察局,data.gov.tw/node/25943,"年度	轄區	肇事車種	件數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0428e549-d3a8-4775-a733-2cc09def60b0&rid=728384c0-af31-4697-93a3-c6fc0bfa3b06,CSV,Big5
25944,飲用水質監測,桃園市政府環境保護局,data.gov.tw/node/25944,地點、檢測項目、檢測日期、檢測值,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c7013c1d-dd05-46db-8cb2-70b70f8bea17&rid=e44e8106-8628-4727-b768-98b45e18d691,CSV,Big5
25945,桃園市急救責任醫院,桃園市政府衛生局,data.gov.tw/node/25945,醫院名稱、地址、電話、評定分級,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=91eec88d-a784-46d6-82c9-9dd846edc9f6&rid=cb621914-b541-46bf-9ffb-626651bb0ae3,CSV,UTF-8
25946,桃園市有線電視系統人手孔,桃園市政府工務局,data.gov.tw/node/25946,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/dd3bcc26545a40e49591e84f7eb05a8c_14.csv,其他,UTF-8
25947,河川水質監測,桃園市政府環境保護局,data.gov.tw/node/25947,河川名稱,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3663d6eb-78a5-44bb-9f60-e04f856ca4ac&rid=a566dc27-560d-4598-8188-4c7f0b09f25d,CSV,Big5
25948,藝文組織,桃園市政府文化局,data.gov.tw/node/25948,藝文組織名稱、會長(負責人),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a4041558-5913-4f5c-ae40-00d5c0d83461&rid=628e636e-941b-45c4-8d3e-13c6c6decc07,CSV,UTF-8
25949,桃園市原住民族文化健康站資訊,桃園市政府原住民族行政局,data.gov.tw/node/25949,編號、市區別、地址、聯絡資訊,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7d7bcba6-5747-4734-a288-6bc9e43f1767&rid=b3d0ef29-986e-4902-a442-7b1db4e61e59,CSV,UTF-8
25950,桃園市配電系統人手孔,桃園市政府工務局,data.gov.tw/node/25950,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/30908d92aa1e4b83a9c53fba5dc55b1c_3.csv,其他,UTF-8
25951,龍潭航空噪音防制區,桃園市政府環境保護局,data.gov.tw/node/25951,"防制區,區,里",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4d801f97-6014-4086-9715-560fcd3f3851&rid=9f91810a-c375-49e7-992f-813238b1d978,CSV,Big5
25952,桃園市政府政風處檢舉管道,桃園市政府政風處,data.gov.tw/node/25952,單位，郵政信箱，電子信箱，檢舉電話，傳真，地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=980ca7b9-a834-461d-b1d3-985d0c4d4706&rid=a1d59147-7c78-4bd5-a112-431698d27739,CSV,UTF-8
25953,桃園市獸醫診療機構名冊,桃園市政府農業局,data.gov.tw/node/25953,獸醫診療機構,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6d5ef140-65c4-486c-9e52-1b49459fa2ce&rid=857a3342-ece4-48d5-a6ea-26ba2f40a6bd,CSV,UTF-8
25954,桃園市平均每戶家庭收支-收入 (91~97年),桃園市政府主計處,data.gov.tw/node/25954,Year(年別)、Current Receipts(經常性收入總計(元))、Total Receipts(薪資收入(元))、Property Income(財產收入(元))、Entrepreneurial Income(家庭綜合收入(元))、Current Transfer Receipts(捐贈移轉收入(元))、Others(其他雜項收入(元)),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8d5eb2a4-2d8a-4a80-b832-a9aa12808d2d&rid=b0fe79ac-03d9-42a3-98fb-731310ef89ab,CSV,Big5
25955,桃園市建設類,桃園市政府工務局,data.gov.tw/node/25955,項次 公共設施名稱/工程名稱 位置 面積 管理單位/施工單位 施工期程,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c5471983-502d-4fb1-8583-f86d5b00106d&rid=87e37a8b-f355-4cf8-9865-698cbc7a1033,XLSX,UTF-8
25956,桃園市救護車設置概況,桃園市政府衛生局,data.gov.tw/node/25956,"救護車設置概況(救護車,支援救護,救護技術員服務，共4家民間救護車，加上醫院及消防局共162輛)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e892048d-f375-4e78-aac5-25c94a139704&rid=e2a2892f-b2b7-465f-be31-580a28350195,CSV,UTF-8
25957,桃園表演藝文空間,桃園市政府文化局,data.gov.tw/node/25957,分類、名稱、營業時間、 休館日、電話、地址 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7eca3b71-4b5a-4faf-80af-8f2ec8e285f8&rid=fde1c80e-6ad1-4e0c-9d35-314ac7c3cc19,CSV,UTF-8
